x1;x2;x3;pred;proba
-1.5058876438173192;3.164591661547453;3.976232858198772;1;0.00047223525073305654
0.621892874838741;3.7508737315015077;6.396892061626008;1;0.0005774762139560204
3.4375729793788694;4.605821639647017;9.917133569402374;1;0.002096724074091804
-2.3612555739998586;3.8391469795313387;5.481190216820108;1;0.0026932233411945013
-0.08473547753425324;3.2856928185986276;6.135091620022688;1;0.002833212295134139
0.6775631717693789;2.488490052912331;7.28591101216504;1;0.003791621426371527
0.5191439252335543;3.7977404916364756;9.509386304798143;1;0.00546456641893601
-1.1485458242816042;2.9164720520035843;12.843972612289026;1;0.005540386853781621
2.9607734174230287;4.275817314911858;2.2986171906904334;0;0.005977563744753418
1.332581949045013;2.213123711610653;2.6262336315662242;0;0.006280561763686668
-0.815281155301866;3.74382184353309;0.29893227579130865;0;0.0063883319921839475
-1.7154882041825374;5.603158491617467;7.740353198973045;1;0.007600513517103108
-1.4807851053440428;3.268642635457627;5.058429397921344;1;0.007805163342735263
-1.4037654046381052;3.9310002978010594;5.514003274420972;1;0.007872037141482819
-0.5826531362376237;3.832346045410528;9.726343434773462;1;0.0084584019155023
-2.405474507722818;5.034283975859599;5.468098608137739;1;0.009338641666815478
0.5682083756036695;2.5387687893640107;7.933987297064847;1;0.010197196917270732
-0.7663053930621998;3.525146711395222;12.093984350456097;1;0.012243348933924557
0.6070877908869878;5.365539020523109;4.429766685406321;1;0.013186868323196876
-3.101187478816471;3.8610755346273837;7.2787231676404724;1;0.013312582845961997
-2.3319325854343558;1.2949913343261095;9.138034146627172;1;0.014259861093398989
2.036232142052686;4.127437577827394;6.738948667010325;1;0.014634536390634736
0.07483931720756899;2.602844227667908;6.276921485851336;1;0.015199451210199883
-1.1228594338009652;3.201027192329663;7.3185960776492385;1;0.01548520087876082
-3.2671349387848005;3.310415148767432;9.568149973980939;1;0.015491017086964074
-0.712540992898098;3.3021472972571373;10.559872308762483;1;0.015996096523828746
1.6854840539851597;2.911315731772862;7.9562791807942235;1;0.016485032984464763
-5.5736537830304735;2.8725439734704716;9.639599362341631;1;0.017369343363509013
3.2030616824105165;3.307763275880384;10.420316410503872;1;0.0176262544195583
1.0507766314747886;4.282931361704667;7.742744344786223;1;0.018303172465495017
